5 practice 1 - 0 ќто - 907
5 practice 1 - 1 предложение - 984
5 practice 1 - 2 служит - 750
5 practice 1 - 3 длЯ - 797
5 practice 1 - 4 практики - 875
5 practice 1 - 5 и - 828
5 practice 1 - 6 позволит - 906
5 practice 1 - 7 ‚ам - 657
5 practice 1 - 8 ознакомитьсЯ - 765
5 practice 1 - 9 с - 766
5 practice 1 - 10 экспериментом. - 1156
5 practice 2 - 0 ќто - 719
5 practice 2 - 1 предложение - 750
5 practice 2 - 2 тоже - 953
5 practice 2 - 3 ЯвлЯетсЯ - 719
5 practice 2 - 4 частью - 891
5 practice 2 - 5 практики - 796
5 practice 2 - 6 и - 610
5 practice 2 - 7 после - 797
5 practice 2 - 8 него - 843
5 practice 2 - 9 ‚ы - 704
5 practice 2 - 10 увидите - 796
5 practice 2 - 11 предложение-вопрос. - 2063
5 practice 2 - ? Y 1 4687
5 practice 3 - 0 ‘ейчас - 765
5 practice 3 - 1 ‚ы - 750
5 practice 3 - 2 увидите - 782
5 practice 3 - 3 что - 672
5 practice 3 - 4 произойдет, - 828
5 practice 3 - 5 если - 687
5 practice 3 - 6 ‚ы - 703
5 practice 3 - 7 неправильно - 766
5 practice 3 - 8 ответите - 922
5 practice 3 - 9 на - 625
5 practice 3 - 10 вопрос. - 1172
5 practice 3 - ? N 0 3172
5 practice 4 - 0 Њолодой - 797
5 practice 4 - 1 человек - 719
5 practice 4 - 2 провел - 656
5 practice 4 - 3 весь - 641
5 practice 4 - 4 вечер - 906
5 practice 4 - 5 в - 812
5 practice 4 - 6 баре - 844
5 practice 4 - 7 со - 1000
5 practice 4 - 8 своим - 1016
5 practice 4 - 9 старым - 828
5 practice 4 - 10 другом - 984
5 practice 4 - 11 из - 735
5 practice 4 - 12 Ђнглии. - 1125
5 practice 4 - ? N 1 4937
5 practice 5 - 0 Њестный - 766
5 practice 5 - 1 хулиган - 1062
5 practice 5 - 2 разбил - 625
5 practice 5 - 3 вчера - 1391
5 practice 5 - 4 витрину - 1156
5 practice 5 - 5 магазина - 938
5 practice 5 - 6 и - 1421
5 practice 5 - 7 пару - 782
5 practice 5 - 8 фонарей - 2218
5 practice 5 - 9 на - 563
5 practice 5 - 10 улице. - 1265
5 practice 5 - ? Y 1 3156
5 filler 30 - 0 Љогда - 1000
5 filler 30 - 1 вратарь - 765
5 filler 30 - 2 поймал - 704
5 filler 30 - 3 мЯч, - 1015
5 filler 30 - 4 толпа - 1360
5 filler 30 - 5 болельщиков - 891
5 filler 30 - 6 взорвалась - 1594
5 filler 30 - 7 победными - 1203
5 filler 30 - 8 криками. - 1015
5 filler 30 - ? Y 1 5797
5 ExtrapRus 15 NP_nonloc 0 Џродавец - 891
5 ExtrapRus 15 NP_nonloc 1 спорил - 1031
5 ExtrapRus 15 NP_nonloc 2 с_покупательницей - 4031
5 ExtrapRus 15 NP_nonloc 3 телевизора, - 1813
5 ExtrapRus 15 NP_nonloc 4 котораЯ - 1109
5 ExtrapRus 15 NP_nonloc 5 заплатила - 1094
