17 practice 1 - 0 ќто - 1265
17 practice 1 - 1 предложение - 875
17 practice 1 - 2 служит - 766
17 practice 1 - 3 длЯ - 718
17 practice 1 - 4 практики - 735
17 practice 1 - 5 и - 750
17 practice 1 - 6 позволит - 734
17 practice 1 - 7 ‚ам - 1016
17 practice 1 - 8 ознакомитьсЯ - 875
17 practice 1 - 9 с - 1219
17 practice 1 - 10 экспериментом. - 1625
17 practice 2 - 0 ќто - 797
17 practice 2 - 1 предложение - 937
17 practice 2 - 2 тоже - 672
17 practice 2 - 3 ЯвлЯетсЯ - 547
17 practice 2 - 4 частью - 484
17 practice 2 - 5 практики - 563
17 practice 2 - 6 и - 437
17 practice 2 - 7 после - 422
17 practice 2 - 8 него - 484
17 practice 2 - 9 ‚ы - 454
17 practice 2 - 10 увидите - 468
17 practice 2 - 11 предложение-вопрос. - 2860
17 practice 2 - ? Y 1 2937
17 practice 3 - 0 ‘ейчас - 765
17 practice 3 - 1 ‚ы - 844
17 practice 3 - 2 увидите - 625
17 practice 3 - 3 что - 672
17 practice 3 - 4 произойдет, - 921
17 practice 3 - 5 если - 563
17 practice 3 - 6 ‚ы - 422
17 practice 3 - 7 неправильно - 578
17 practice 3 - 8 ответите - 562
17 practice 3 - 9 на - 375
17 practice 3 - 10 вопрос. - 875
17 practice 3 - ? N 0 2422
17 practice 4 - 0 Њолодой - 703
17 practice 4 - 1 человек - 500
17 practice 4 - 2 провел - 562
17 practice 4 - 3 весь - 516
17 practice 4 - 4 вечер - 453
17 practice 4 - 5 в - 437
17 practice 4 - 6 баре - 469
17 practice 4 - 7 со - 422
17 practice 4 - 8 своим - 500
17 practice 4 - 9 старым - 625
17 practice 4 - 10 другом - 438
17 practice 4 - 11 из - 390
17 practice 4 - 12 Ђнглии. - 1031
17 practice 4 - ? N 1 2797
17 practice 5 - 0 Њестный - 718
17 practice 5 - 1 хулиган - 735
17 practice 5 - 2 разбил - 640
17 practice 5 - 3 вчера - 485
17 practice 5 - 4 витрину - 562
17 practice 5 - 5 магазина - 563
17 practice 5 - 6 и - 531
17 practice 5 - 7 пару - 578
17 practice 5 - 8 фонарей - 516
17 practice 5 - 9 на - 422
17 practice 5 - 10 улице. - 890
17 practice 5 - ? Y 1 2125
17 filler 34 - 0 ахматист - 657
17 filler 34 - 1 сделал - 546
17 filler 34 - 2 ошибочный - 657
17 filler 34 - 3 ход - 625
17 filler 34 - 4 и - 515
17 filler 34 - 5 тут_же - 657
17 filler 34 - 6 осознал - 500
17 filler 34 - 7 свой - 578
17 filler 34 - 8 промах. - 641
17 filler 34 - ? Y 0 4671
17 OldRC_Rerun 18 Ord1_Subj_Nonloc 0 ќксперт, - 1109
17 OldRC_Rerun 18 Ord1_Subj_Nonloc 1 который - 500
17 OldRC_Rerun 18 Ord1_Subj_Nonloc 2 менеджера - 641
17 OldRC_Rerun 18 Ord1_Subj_Nonloc 3 разочаровал - 797
17 OldRC_Rerun 18 Ord1_Subj_Nonloc 4 в - 562
17 OldRC_Rerun 18 Ord1_Subj_Nonloc 5 конце - 625
17 OldRC_Rerun 18 Ord1_Subj_Nonloc 6 года, - 907
17 OldRC_Rerun 18 Ord1_Subj_Nonloc 7 прервал - 453
17 OldRC_Rerun 18 Ord1_Subj_Nonloc 8 контракт - 640
17 OldRC_Rerun 18 Ord1_Subj_Nonloc 9 с - 860
17 OldRC_Rerun 18 Ord1_Subj_Nonloc 10 фирмой. - 875
17 OldRC_Rerun 18 Ord1_Subj_Nonloc ? N 1 2875
17 filler 50 - 0 ‚ - 547
17 filler 50 - 1 детском - 578
17 filler 50 - 2 саду - 469
17 filler 50 - 3 дети - 437
17 filler 50 - 4 только - 485
17 filler 50 - 5 начинали - 625
17 filler 50 - 6 учитьсЯ - 578
17 filler 50 - 7 читать, - 843
17 filler 50 - 8 и - 391
17 filler 50 - 9 воспитательница - 719
17 filler 50 - 10 удивилась, - 547
17 filler 50 - 11 что - 484
17 filler 50 - 12 одна - 500
17 filler 50 - 13 девочка - 703
17 filler 50 - 14 уже - 531
17 filler 50 - 15 очень - 594
17 filler 50 - 16 бегло - 578
17 filler 50 - 17 умела - 547
17 filler 50 - 18 читать. - 750
17 filler 50 - ? Y 1 2328
17 ExtrapRus 6 VP_loc 0 Џолицейский - 671
17 ExtrapRus 6 VP_loc 1 допрашивал - 625
17 ExtrapRus 6 VP_loc 2 водителЯ - 547
17 ExtrapRus 6 VP_loc 3 о_машине, - 734
17 ExtrapRus 6 VP_loc 4 котораЯ - 625
17 ExtrapRus 6 VP_loc 5 врезалась - 719
17 ExtrapRus 6 VP_loc 6 в - 609
17 ExtrapRus 6 VP_loc 7 телеграфный - 563
17 ExtrapRus 6 VP_loc 8 столб. - 578
17 ExtrapRus 6 VP_loc ? Y 1 2172
17 filler 28 - 0 ђаботники - 687
17 filler 28 - 1 отдела - 750
17 filler 28 - 2 кадров - 938
17 filler 28 - 3 провели - 562
17 filler 28 - 4 собеседование - 656
17 filler 28 - 5 с_кандидатом - 672
17 filler 28 - 6 и - 531
17 filler 28 - 7 сразу - 500
17 filler 28 - 8 же - 407
17 filler 28 - 9 позвонили - 453
17 filler 28 - 10 начальнику. - 812
17 filler 28 - ? N 1 2094
17 OldRC_Rerun 12 Ord1_Obj_Nonloc 0 Џредприниматель, - 640
17 OldRC_Rerun 12 Ord1_Obj_Nonloc 1 которого - 766
17 OldRC_Rerun 12 Ord1_Obj_Nonloc 2 инвестор - 656
17 OldRC_Rerun 12 Ord1_Obj_Nonloc 3 заинтересовал - 672
17 OldRC_Rerun 12 Ord1_Obj_Nonloc 4 во - 1703
17 OldRC_Rerun 12 Ord1_Obj_Nonloc 5 времЯ - 1078
17 OldRC_Rerun 12 Ord1_Obj_Nonloc 6 дискуссии, - 1641
17 OldRC_Rerun 12 Ord1_Obj_Nonloc 7 рассмотрел - 687
17 OldRC_Rerun 12 Ord1_Obj_Nonloc 8 предложение - 704
17 OldRC_Rerun 12 Ord1_Obj_Nonloc 9 о - 750
17 OldRC_Rerun 12 Ord1_Obj_Nonloc 10 сотрудничестве. - 1406
17 OldRC_Rerun 12 Ord1_Obj_Nonloc ? N 1 3203
17 filler 37 - 0 “ - 1719
17 filler 37 - 1 маникюрщицы - 812
17 filler 37 - 2 не - 579
17 filler 37 - 3 оказалось - 468
17 filler 37 - 4 такого - 422
17 filler 37 - 5 цвета - 438
17 filler 37 - 6 лака, - 437
17 filler 37 - 7 какой - 453
17 filler 37 - 8 был - 438
17 filler 37 - 9 нужен - 469
17 filler 37 - 10 клиентке. - 812
17 filler 37 - ? N 1 1734
17 ExtrapRus 12 NP_loc 0 †урналист - 547
