6 practice 1 - 0 ќто - 1079
6 practice 1 - 1 предложение - 1000
6 practice 1 - 2 служит - 1156
6 practice 1 - 3 длЯ - 969
6 practice 1 - 4 практики - 968
6 practice 1 - 5 и - 844
6 practice 1 - 6 позволит - 813
6 practice 1 - 7 ‚ам - 734
6 practice 1 - 8 ознакомитьсЯ - 937
6 practice 1 - 9 с - 891
6 practice 1 - 10 экспериментом. - 1219
6 practice 2 - 0 ќто - 687
6 practice 2 - 1 предложение - 672
6 practice 2 - 2 тоже - 859
6 practice 2 - 3 ЯвлЯетсЯ - 1297
6 practice 2 - 4 частью - 750
6 practice 2 - 5 практики - 797
6 practice 2 - 6 и - 750
6 practice 2 - 7 после - 844
6 practice 2 - 8 него - 609
6 practice 2 - 9 ‚ы - 391
6 practice 2 - 10 увидите - 484
6 practice 2 - 11 предложение-вопрос. - 3500
6 practice 2 - ? Y 1 4391
6 practice 3 - 0 ‘ейчас - 843
6 practice 3 - 1 ‚ы - 547
6 practice 3 - 2 увидите - 719
6 practice 3 - 3 что - 1125
6 practice 3 - 4 произойдет, - 781
6 practice 3 - 5 если - 953
6 practice 3 - 6 ‚ы - 719
6 practice 3 - 7 неправильно - 735
6 practice 3 - 8 ответите - 969
6 practice 3 - 9 на - 578
6 practice 3 - 10 вопрос. - 828
6 practice 3 - ? N 0 6813
6 practice 4 - 0 Њолодой - 844
6 practice 4 - 1 человек - 750
6 practice 4 - 2 провел - 719
6 practice 4 - 3 весь - 1140
6 practice 4 - 4 вечер - 625
6 practice 4 - 5 в - 547
6 practice 4 - 6 баре - 781
6 practice 4 - 7 со - 797
6 practice 4 - 8 своим - 469
6 practice 4 - 9 старым - 531
6 practice 4 - 10 другом - 1266
6 practice 4 - 11 из - 391
6 practice 4 - 12 Ђнглии. - 750
6 practice 4 - ? N 1 4546
6 practice 5 - 0 Њестный - 875
6 practice 5 - 1 хулиган - 953
6 practice 5 - 2 разбил - 1266
6 practice 5 - 3 вчера - 359
6 practice 5 - 4 витрину - 1250
6 practice 5 - 5 магазина - 2688
6 practice 5 - 6 и - 375
6 practice 5 - 7 пару - 437
6 practice 5 - 8 фонарей - 4078
6 practice 5 - 9 на - 360
6 practice 5 - 10 улице. - 437
6 practice 5 - ? Y 1 3985
6 filler 28 - 0 ђаботники - 875
6 filler 28 - 1 отдела - 750
6 filler 28 - 2 кадров - 1047
6 filler 28 - 3 провели - 1703
6 filler 28 - 4 собеседование - 1625
6 filler 28 - 5 с_кандидатом - 1047
6 filler 28 - 6 и - 422
6 filler 28 - 7 сразу - 1047
6 filler 28 - 8 же - 796
6 filler 28 - 9 позвонили - 407
6 filler 28 - 10 начальнику. - 968
6 filler 28 - ? N 1 5125
6 ExtrapRus 10 NP_nonloc 0 “читель - 1672
6 ExtrapRus 10 NP_nonloc 1 говорил - 1312
6 ExtrapRus 10 NP_nonloc 2 с_руководительницей - 2422
6 ExtrapRus 10 NP_nonloc 3 факультатива, - 3922
6 ExtrapRus 10 NP_nonloc 4 котораЯ - 656
6 ExtrapRus 10 NP_nonloc 5 была_довольна - 1469
6 ExtrapRus 10 NP_nonloc 6 учениками - 797
6 ExtrapRus 10 NP_nonloc 7 шестого - 672
6 ExtrapRus 10 NP_nonloc 8 класса. - 1015
6 ExtrapRus 10 NP_nonloc ? Y 1 8250
6 filler 24 - 0 Џортной - 781
6 filler 24 - 1 показал - 734
6 filler 24 - 2 блондинке - 969
6 filler 24 - 3 материю, - 3265
6 filler 24 - 4 и - 500
6 filler 24 - 5 она - 422
6 filler 24 - 6 согласилась - 797
6 filler 24 - 7 на - 453
6 filler 24 - 8 пошив - 531
6 filler 24 - 9 бального - 360
6 filler 24 - 10 платьЯ. - 1093
6 filler 24 - ? N 1 3938
6 OldRC_Rerun 31 Ord1_Obj_Nonloc 0 Ђптекарь, - 1344
6 OldRC_Rerun 31 Ord1_Obj_Nonloc 1 которого - 734
6 OldRC_Rerun 31 Ord1_Obj_Nonloc 2 посетитель - 1078
6 OldRC_Rerun 31 Ord1_Obj_Nonloc 3 запутал - 750
6 OldRC_Rerun 31 Ord1_Obj_Nonloc 4 во - 391
6 OldRC_Rerun 31 Ord1_Obj_Nonloc 5 времЯ - 672
6 OldRC_Rerun 31 Ord1_Obj_Nonloc 6 визита, - 6672
